Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Trigram,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Bug Id,Description,Duplicate_Bug_Ids
1989,576924.0,Community,Gerrit,CLOSED,DUPLICATE,Gerrit down,0.0015286033414460515,0.0016732339698483846,0.0022053842088132023,2021-10-28 03:23:33,576924.0,  gives     bad gateway nginx,576923.0
2187,528219.0,EMF,Releng,CLOSED,DUPLICATE,Migrate EMF to tycho build,0.010715909145037601,0.014066815452940017,0.02424341936172469,2018-01-22 11:45:40,528219.0,emf will need to build with tycho soon  as the old jar signer is being deprecated   removed soon ,529487.0
2349,512383.0,Orion,Electron,CLOSED,DUPLICATE,[Electron] close other tabs after open another folder,0.012365999649972642,0.01473319169495521,0.027914582468757474,2017-02-22 10:20:52,512383.0,this is because electron orion only serves one workspace  if user switch to another workspace  the files opened in other tabs won t work ,507636.0
2867,513426.0,Community,Wiki,CLOSED,DUPLICATE,"wiki.eclipse.org is ""down"" with MediaWiki 1.26 internal error Installing some external dependencies (e.g. via composer) is required.",0.01458716687593135,0.016945260687661407,0.02910344016930909,2017-03-10 05:58:09,513426.0,  currently shows   mediawiki     internal error  installing some external dependencies   is required  external dependencies  mediawiki now also has some external dependencies that need to be installed via composer or from a separate git repo  please see mediawiki org for help on installing the required components      ,513431.0
2951,518675.0,JGit,JGit,CLOSED,DUPLICATE,git force full checkout not working,0.010818541401088073,0.012137306227773249,0.01876258545125089,2021-01-21 04:10:00,518675.0,when running following command using using git cli working   git init git remote add origin  url  git fetch git checkout  b master  f   track origin master  but using jgit the last command still giving the conflicts exception   code used for last step   git git   git open     checkoutcommand checkoutcommand   git checkout     checkoutcommand setcreatebranch  setname  setupstreammode  setforce  setstartpoint  call  ,568038.0
2977,519731.0,Community,CI-Jenkins,CLOSED,DUPLICATE,HIPP3 is down,0.008674381935617537,0.0096548616122603,0.016729335182538375,2017-07-17 05:05:33,519731.0,tracecompass  rcptt  xtext and others cannot merge patches while the ci is down ,517029.0
3015,521520.0,Platform,IDE,CLOSED,DUPLICATE,Cannot start IDE due to infinite when painting toolbar,0.010447145857593631,0.011949691364958728,0.024467725982713125,2017-08-29 08:42:23,521520.0,created attachment   log file  ide splash screen is displayed  but it crashes before main screen is displayed ,509083.0
3051,525760.0,Platform,IDE,CLOSED,DUPLICATE,no one menu item is available,0.012190238747667864,0.015297103665792977,0.029712367286184694,2017-10-20 06:44:06,525760.0,created attachment   unavailable menu  no one menu item is available in macos high sierra and eclipse oxygen   release  ,520176.0
3109,528946.0,Platform,IDE,CLOSED,DUPLICATE,Eclipse crashes all of a sudden when trying to cut code or delete code or remove code. Its happening all the time. Please fix.,0.0049814398906063585,0.005756470695953498,0.008530797045989429,2018-01-26 04:29:25,528946.0,process                eclipse     path                    users user   eclipse app contents macos eclipse identifier             org eclipse platform ide version                        code type                    parent process                 responsible            eclipse     user id                   date time                               os version             mac os x         report version           anonymous uuid                    sleep wake uuid                   time awake since boot    seconds time since wake          seconds  system integrity protection  enabled  crashed thread            dispatch queue  com apple main thread  exception type         exc bad access   exception codes        kern invalid address at   exception note         exc corpse notify  vm regions near        mapped file                       r   r x sm ali  object id            vm allocate                      rw  rwx sm prv    application specific information  abort  called  thread   crashed   dispatch queue  com apple main thread     libsystem kernel dylib             pthread kill         libsystem pthread dylib          pthread kill         libsystem c dylib                abort         libjvm dylib                     os  abort          libjvm dylib                     vmerror  report and die          libjvm dylib                     jvm handle bsd signal         libjvm dylib                     signalhandler          libsystem platform dylib          sigtramp                                                    com apple coregraphics           cgblt copybytes        com apple coregraphics                    com apple coregraphics           ripl mark        com apple coregraphics           riplayerbltimage        com apple coregraphics           ripc renderimage        com apple coregraphics           ripc drawimage        com apple coregraphics           cgcontextdelegatedrawimage        com apple appkit                   backing store drawimage block invoke        com apple appkit                 backing store delegate        com apple appkit                 backing store drawimage llvm          com apple coregraphics           cgcontextdelegatedrawimage        com apple appkit                 backing store drawwindowcontents llvm          com apple coregraphics           cgcontextdelegatedrawwindowcontents        com apple skylight               slcontextcopywindowcontentstorect        com apple appkit                  nsrenderimagefromwindow        com apple appkit                  nxscroll        com apple appkit                 nscopybitsfromgraphicscontext        com apple appkit                 nscopybits        libswt pi cocoa   jnilib      java org eclipse swt internal cocoa os nscopybits                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          libjvm dylib                     javacalls  call helper         libjvm dylib                     reflection  invoke         libjvm dylib                     reflection  invoke method         libjvm dylib                     jvm invokemethod                                                                                          thread        libsystem kernel dylib             psynch cvwait         libsystem pthread dylib           pthread cond wait         libjvm dylib                     os  platformevent  park          libjvm dylib                     parkcommon          libjvm dylib                     monitor  iwait          libjvm dylib                     monitor  wait          libjvm dylib                     gctaskmanager  get task          libjvm dylib                     gctaskthread  run          libjvm dylib                     java start          libsystem pthread dylib           pthread body        libsystem pthread dylib           pthread start        libsystem pthread dylib          thread start      thread        libsystem kernel dylib             psynch cvwait         libsystem pthread dylib           pthread cond wait         libjvm dylib                     os  platformevent  park          libjvm dylib                     parkcommon          libjvm dylib                     monitor  iwait          libjvm dylib                     monitor  wait          libjvm dylib                     gctaskmanager  get task          libjvm dylib                     gctaskthread  run          libjvm dylib                     java start          libsystem pthread dylib           pthread body        libsystem pthread dylib           pthread start        libsystem pthread dylib          thread start      thread        libsystem kernel dylib             psynch cvwait         libsystem pthread dylib           pthread cond wait         libjvm dylib                     os  platformevent  park          libjvm dylib                     parkcommon          libjvm dylib                     monitor  iwait          libjvm dylib                     monitor  wait          libjvm dylib                     gctaskmanager  get task          libjvm dylib                     gctaskthread  run          libjvm dylib                     java start          libsystem pthread dylib           pthread body        libsystem pthread dylib           pthread start        libsystem pthread dylib          thread start    ,502711.0
3222,535400.0,Community,Bugzilla,CLOSED,DUPLICATE,New target milestones do not appear,0.009051575124682736,0.010920092017908284,0.021794901889562204,2018-05-31 14:34:15,535400.0,new target milestones do not appear   i added         with key   but it does not appear ,535031.0
3229,535535.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Jenkins is down,0.011715929765341552,0.015404694364965835,0.03258895737240216,2018-06-05 10:38:40,535535.0,i cannot connect to ci eclipse org  other websites   work just fine ,535543.0
3248,536453.0,Community,CI-Jenkins,CLOSED,DUPLICATE,"""Unknown host download.eclipse.org"" on aCute Jenkins instance",0.006685843352396981,0.00736636471944072,0.013742054132303082,2018-06-29 04:00:09,536453.0,for example    job   gerrit   ,536435.0
3289,538294.0,Community,CI-Jenkins,CLOSED,DUPLICATE,JDT JIPP is down,0.007412470273694318,0.00910769646519698,0.019599581683649336,2018-08-27 02:35:32,538294.0,jdt hipp is down since yesterday      c    gerrit jobs are not starting ,537462.0
3331,540162.0,Community,Servers,CLOSED,DUPLICATE,download.eclipse.org timeouts,0.013511766602841495,0.017241763298243735,0.021953101815552326,2018-10-16 03:30:47,540162.0,see   project issues dev   html this seems to be noticeable at least from grenble france  south germany and san jose ,540161.0
3352,540943.0,Community,CI-Jenkins,CLOSED,DUPLICATE,hipp6 is down,0.0033870999252154097,0.004429665428840523,0.008815618615192412,2018-11-15 01:07:04,540943.0,  status shows            dead  offline or not reporting,537462.0
3421,544627.0,EPP,Releng,CLOSED,DUPLICATE,ITS team has blocked eclipse several operations due to absence of digital signature,0.014094340631968152,0.017101375110733317,0.026088021904626543,2021-05-06 22:20:59,544627.0,please let us know how to get digital signature for eclipse   our firm s its team has installed avecto defendpoint which is blocking eclipse internal operations processes due to absence of digital signature,542725.0
3474,547834.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Gerrit fails to find changes when triggerring a Gerrit event manually,0.009176536073327262,0.011414586890761025,0.022631086660756982,2019-06-07 04:20:53,547834.0,  go to   manual trigger    click the search button to find your changes  fails with  com jcraft jsch jschexception  session connect  java net socketexception  connection reset,547837.0
3607,558452.0,Community,Servers,CLOSED,DUPLICATE,download.eclipse.org serves stale HEAD request information,0.013763247276721135,0.01710728982233923,0.02651163905656051,2019-12-19 09:37:12,558452.0,this java code      url url   new url       httpurlconnection openconnection    url openconnection       openconnection setrequestmethod       openconnection connect       int responsecode   openconnection getresponsecode       system err println      contentlength             openconnection getcontentlength     prints  url      compositecontent jar response   lastmodified   contentlength    similarly  the following gives the same information    curl  i      compositecontent jar     total      received   xferd  average speed   time    time     time  current                                  dload  upload   total   spent    left  speed                                                                                    ok server  nginx date  thu    dec         gmt content type  application x java archive content length    connection  keep alive last modified  fri    dec         gmt etag        x nodeid    x proxy cache  stale accept ranges  bytes  but that file does not exist    curl  v  s      compositecontent jar     dev null   timeout on name lookup is not supported     trying              connected to download eclipse org   port       get  technology epp packages     compositecontent jar http       host  download eclipse org   user agent  curl         accept          http       not found   server  nginx   date  thu    dec         gmt   content type  text html   transfer encoding  chunked   connection  keep alive   vary  accept encoding   x nodeid        connection    to host download eclipse org left intact,548497.0
3618,559013.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Mac Notariziation failing: http://172.30.206.146:8383/macos-notarization-service/notarize failing,0.007093201320413836,0.009321876626128772,0.018604755435836336,2020-01-10 06:54:31,559013.0,failed to connect to         port    no route to host,559002.0
3645,560504.0,JDT,Core,CLOSED,DUPLICATE,VerifyError when using Eclipse 2019-12 to compile in JDK13,0.008776109421240987,0.011176037042625384,0.018391189521429176,2020-02-25 06:38:42,560504.0,self contained test case   package    public class         public static void main            class pset               public pset                                    new pset             jdk           from adoptopenjdk windows   professionel version   eclipse version        build id      if i compile with the jdk  execution works  if i compile with eclipse  execution fails with verifyerror   erreur   impossible d initialiser la classe principale     causé par   java lang verifyerror  inconsistent stackmap frames at branch target   exception details    location          main v     ldc   reason      type uninitialized     is not assignable to uninitialized       current frame      bci         flags          locals      ljava lang string         stack    uninitialized      ljava lang object      ljava lang object    integer  uninitialized    uninitialized      ljava lang object      ljava lang object    integer    ljava lang string       stackmap frame      bci         flags          locals      ljava lang string         stack    uninitialized      ljava lang object      ljava lang object    integer  uninitialized    uninitialized      ljava lang object      ljava lang object    integer     bytecode                                                                              stackmap table      full frame      full frame      full frame ,558844.0
3671,561799.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Mac notarisation service failing,0.011100952778412346,0.014707315220008461,0.03174689688142515,2020-04-06 04:46:51,561799.0,see   staging eclipse org releng view builds job i build   execution node   log ,561793.0
3682,562301.0,Community,Gerrit,CLOSED,DUPLICATE,"""Internal Server Error"" when commenting on gerrit changes",0.01005220317332648,0.012638655308598078,0.026378697288441187,2020-04-20 04:12:28,562301.0,since yesterday i get  internal server error s when commenting on gerrit changes  also pushing changes fails with  „internal server error  error inserting change patchset ,562283.0
